구분,팝업스토어,기간,시작 날짜,종료 날짜,권역,위치,태그
엔터테인먼트,AOMG MOST WANTED 2024 바이닐 팝업스토어,24.06.15 - 24.06.16,24.06.15,24.06.16,한남,서울특별시 용산구 이태원로 266 카시나,"AOMG, 레이블, 카시나, 음악, 페스티벌, 우원재, 이하이, 박재범, 사이먼도미닉, 로꼬, 그레이, 앨범"
패션/잡화,론론 팝업스토어,24.06.15 - 24.06.19,24.06.15,24.06.19,성수,서울특별시 성동구 성수이로18길 43 무신사 스퀘어 성수3,"론론, 패션, 쇼핑, 디즈니, 콜라보, 이벤트, 증정"
캐릭터/IP,이토 준지 호러하우스,24.06.15 - 24.09.08,24.06.15,24.09.08,홍대,서울특별시 마포구 양화로 186 LC TOWER 지하3층,"이토준지, 호러, 만화, 드로잉, 전시, 애니메이션, 체험, 얼리버드, 사전예약, 공포, 굿즈, 쇼핑"
문화/예술,국립중앙박물관 특별전 <우리가 인디언으로 알던 사람들>,24.06.18 - 24.10.09,24.06.18,24.10.09,용산,서울특별시 용산구 서빙고로 137 국립중앙박물관 기획전시실,"국립중앙박물관, 전시, 인디언, 북미, 문화, 공예품, 회화, 원주민"
엔터테인먼트,세븐틴 정한X원우 THIS MAN 팝업스토어,24.06.18 - 24.06.24,24.06.18,24.06.24,여의도,서울특별시 영등포구 영중로 15 타임스퀘어 1층 아트리움,"세븐틴, 윤정한, 전원우, 아이돌, 남자아이돌, 앨범, 음악, 이벤트, 포토카드, 굿즈"
엔터테인먼트,푸바오 팝업스토어 <바오패밀리>,24.06.18 - 24.06.30,24.06.18,24.06.30,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 5층 에픽 서울,"에버랜드, 판다, 동물원, 푸바오, 바오패밀리, 아이바오, 러바오, 루이바오, 후이바오, 굿즈, 사전예약, 포토존"
전자제품/자동차,드리미 X40 울트라 잠실 팝업스토어,24.06.18 - 24.06.30,24.06.18,24.06.30,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 1층 애플매장 맞은편,"드리미, 신제품, 가전제품, 로봇청소기, 청소기, 이벤트, 잠실"
패션/잡화,OJOS X FILA 팝업스토어,24.06.18 - 24.06.24,24.06.18,24.06.24,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울,"오호스, 휠라, 커스텀, 신발, 패션, 쇼핑, 운동화, 슈즈, 이벤트, 할인, 증정"
캐릭터/IP,명탐정코난 30주년 기념 팝업스토어,24.06.18 - 24.07.01,24.06.18,24.07.01,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 6층 언커먼스토어,"명탐정코난, 만화, 애니메이션, 추리, 탐정, 30주년, 굿즈, 쇼핑"
도서/문구,소소히히 팝업스토어 in 서면,24.06.19 - 24.09.04,24.06.19,24.09.04,부산,부산광역시 부산진구 전포대로199번길 34 카페 라비앙로즈 메이드바이 서면,"소소히히, 굿즈, 다꾸, 스티커, 메이드바이, 이벤트, 신상품, 쇼핑, 부산, 서면"
도서/문구,소소히히 팝업스토어 in 홍대,24.06.19 - 24.09.04,24.06.19,24.09.04,홍대,서울특별시 마포구 연희로 11 한국특허기술진흥원빌딩 1층 메이드바이 홍대,"소소히히, 굿즈, 다꾸, 스티커, 메이드바이, 이벤트, 신상품, 쇼핑, 홍대"
리빙/라이프스타일,더콘란샵 X NOUNOU 팝업스토어 <Let's GO NOUNOU>,24.06.19 - 24.07.21,24.06.19,24.07.21,강남,서울특별시 강남구 도곡로 401 롯데백화점 강남점 1층 더콘란샵 강남점,"더콘란샵, 누누, 장줄리앙, 허재영, 콜라보, 바캉스, 여름, 글라스, 쇼핑, 굿즈"
기관/금융,초록믿음강진 팝업스토어 [THE 信 LIFE],24.06.20 - 24.06.30,24.06.20,24.06.30,종로,서울특별시 종로구 북촌로5길 18 코너갤러리 1층,"초록믿음강진, 전라남도, 지역, 강진, 관광, 쇼핑, 문화, 농산물, 해산물, 굿즈, 이벤트, 전시"
도서/문구,소소히히 팝업스토어 in 성수,24.06.20 - 24.09.04,24.06.20,24.09.04,성수,서울특별시 성동구 서울숲길 38 2층 메이드바이 성수,"소소히히, 굿즈, 다꾸, 스티커, 메이드바이, 이벤트, 신상품, 쇼핑, 성수"
리빙/라이프스타일,돌레란에 잠만보 침대가 나타났다!,24.06.20 - 24.07.31,24.06.20,24.07.31,강남,서울특별시 강남구 학동로 103 1층 돌레란 플래그십스토어 논현,"돌레란, 페블, 침대, 잠만보, 포켓몬, 포켓몬스터, 캐릭터, 콜라보, 이벤트"
F&B,호세 쿠엘보 팝업스토어,24.06.20 - 24.06.30,24.06.20,24.06.30,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰,"호세쿠엘보, 데킬라, 주류, 술, 성인, 잠실, 멕시코, 증류소, 체험, 이벤트"
패션/잡화,케즈 X 제인마치 팝업스토어 Merry Go Keds Janemarch,24.06.20 - 24.06.30,24.06.20,24.06.30,성수,서울특별시 성동구 성수일로3길 8 제인마치,"케즈, 제인마치, 콜라보, 쇼핑, 신발, 패션, 스니커즈, 이벤트"
캐릭터/IP,원피스 애니메이션 25주년 기념 팝업스토어,24.06.20 - 24.06.26,24.06.20,24.06.26,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하2층 아이코닉존,"원피스, 애니메이션, 만화, 25주년, 캐릭터, 굿즈, 쇼핑, 이벤트, 포토존, 오다에이치로, 오다"
도서/문구,페이퍼메세지 X 프렐류드 팝업스토어 <안녕하세요 대전>,24.06.21 - 24.09.01,24.06.21,24.09.01,대전,대전광역시 중구 중앙로129번길 30 1층,"페이퍼메세지, 프렐류드, 다꾸, 소품, 문구류, 굿즈, 대전, 체험"
리빙/라이프스타일,더블하트 연구소,24.06.21 - 24.06.23,24.06.21,24.06.23,하남,경기도 하남시 미사대로 750 스타필드 하남 1층 애플스토어 앞,"스타필드, 하남, 더블하트, 연구소, 더블하트연구소, 더블하트 연구소, 육아, 육아용품, 팝업, 굿즈, 주말, 명예연구원, 쪽쪽이, doubleheart"
리빙/라이프스타일,테팔 드 프랑스 팝업스토어,24.06.21 - 24.07.04,24.06.21,24.07.04,명동,서울특별시 중구 남대문로 81 롯데백화점 본점 8층 더 웨이브 팝업존,"테팔, 주방, 주방용품, 파리, 감성, 이벤트, 파리올림픽"
문화/예술,"전시 <reSOUND: 울림, 그 너머>",24.06.21 - 24.08.25,24.06.21,24.08.25,명동,서울특별시 중구 통일로 1 서울역(본옥) 문화역서울284,"문화역서울284, 전시, 감각, 디지털미디어, 디스트릭트, 협업, 문화예술, 이벤트"
뷰티,매드피치 팝업스토어,24.06.21 - 24.06.30,24.06.21,24.06.30,성수,서울특별시 성동구 연무장길 81 남경빌딩 1층 무신사 스퀘어 성수,"매드피치, 화장품, 뷰티, 아름다움, 쿠션, 신제품"
뷰티,네이밍 팝업스토어 ‘EXPLORE YOUR TYPE’,24.06.21 - 24.06.30,24.06.21,24.06.30,성수,서울특별시 성동구 서울숲길 53,"네이밍, 화장품, 뷰티, 쿠션, 이벤트, 증정, 럭키드로우"
뷰티,리쥬란 코스메틱 팝업스토어,24.06.21 - 24.06.30,24.06.21,24.06.30,명동,서울특별시 중구 남대문로 81 롯데백화점 본점 지하1층 팝업존,"리쥬란, 화장품, 뷰티, 피부, 연어, 아름다움, 이벤트, 명동"
엔터테인먼트,나연 'NA' 팝업스토어,24.06.21 - 24.06.26,24.06.21,24.06.26,성수,서울특별시 성동구 왕십리로 104 영화빌딩 1층 영화104,"나연, 트와이스, 아이돌, 여자아이돌, 가수, 앨범, 음악, 컴백, 이벤트, 굿즈, 쇼핑"
패션/잡화,리무브 팝업스토어 For FREE,24.06.21 - 24.06.23,24.06.21,24.06.23,성수,서울특별시 성동구 연무장3길 3 1층,"리무브, 패션, 쇼핑, 속옷, 언더웨어, 이지브라, 이벤트"
패션/잡화,비자레이매지네이션 팝업스토어,24.06.21 - 24.06.30,24.06.21,24.06.30,강남,서울특별시 강남구 압구정로 343 갤러리아백화점 명품관 WEST 2층,"비자레이매지네이션, 패션, 쇼핑, 옷, 신상품, OURPAS, 콜라보"
패션/잡화,스컬피그 X 히밥 팝업스토어,24.06.21 - 24.06.30,24.06.21,24.06.30,성수,서울특별시 성동구 성수일로 40 스컬피그 성수테라스점,"스컬피그, 히밥, 콜라보, 유튜버, 패션, 쇼핑, 옷, 이벤트, 한정판, 사인회, 분식"
캐릭터/IP,케이스티파이 X 헬로키티 팝업스토어 : 헬로 케이스티마트,24.06.21 - 24.06.30,24.06.21,24.06.30,명동,서울특별시 중구 남대문로 81 롯데백화점 본점 지하1층,"케이스티파이, 헬로키티, 콜라보, 산리오, 캐릭터, 굿즈, 이벤트, 핸드폰케이스, 케이스"
캐릭터/IP,티니핑 팝업스토어 <캐치! 티니핑 드림페스타>,24.06.21 - 24.07.04,24.06.21,24.07.04,대전,대전광역시 유성구 테크노중앙로 123 현대프리미엄아울렛 대전점,"캐치티니핑, 티니핑, 캐릭터, 애니메이션, 만화, 키즈, 어린이, 가족, 이벤트, 포토존, 싱어롱, 컬러링, 영화"
패션/잡화,무진장 여름 블랙 프라이데이 팝업스토어,24.06.22 - 24.07.03,24.06.22,24.07.03,성수,서울특별시 성동구 성수이로20길 12 스퀘어 성수,"무신사, 패션, 쇼핑, 옷, 여름, 할인, 이벤트, 무진장라이브"
캐릭터/IP,팝퍼블 X 원피스 콜라보 카페,24.06.22 - 24.09.01,24.06.22,24.09.01,용산,서울특별시 용산구 한강대로23길 55 용산역 아이파크몰 6층 팝퍼블 용산점,"팝퍼블, 원피스, 콜라보, 캐릭터, 애니메이션, 만화, 음료, 디저트, 메뉴, 25주년, 이벤트, 특전"
기관/금융,오래오래함께가게 팝업스토어 in 더현대,24.06.24 - 24.06.30,24.06.24,24.06.30,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하1층 이벤트홀,"카카오페이, 함께일하는재단, 상생, 소상공인, 캐릭터, 포토존, 이벤트, 쇼핑, 굿즈, 전시"
F&B,플디 X 산타마리아노벨라 콜라보 (압구정),24.06.24 - 24.07.14,24.06.24,24.07.14,강남,서울특별시 강남구 선릉로153길 11 플디 케이크샵 압구정점,"플디, 산타마리아노벨라, 콜라보, 디저트, 복숭아, 버터바, 케이크, 이벤트"
F&B,플디 X 산타마리아노벨라 콜라보 (한남),24.06.24 - 24.07.14,24.06.24,24.07.14,한남,서울특별시 용산구 이태원로 254 B1 플디 한남점,"플디, 산타마리아노벨라, 콜라보, 디저트, 복숭아, 버터바, 케이크, 이벤트"
엔터테인먼트,영화 <탈주> 코엑스 별마당길 탈주런,24.06.24 - 24.07.07,24.06.24,24.07.07,강남,서울특별시 강남구 영동대로 513 코엑스 스타필드 코엑스몰 별마당길,"탈주, 영화, 이제훈, 구교환, 코엑스, 별마당, 이벤트, 경품"
기관/금융,K-museums 공동기획전 <노릇노릇 부산>,24.06.25 - 24.12.01,24.06.25,24.12.01,부산,부산광역시 동래구 우장춘로 175 부산해양자연사박물관 기획전시실(2관 3층),"부산, 부산해양자연사박물관, 국립민속박물관, 전시, 고등어, 해양수산, 문화, 어시장"
기타,로컬러 팝업스토어,24.06.26 - 24.06.30,24.06.26,24.06.30,홍대,서울특별시 마포구 동교로38길 19 스몰타운스몰,"로컬러, 지역, 캐릭터, 굿즈, 이벤트, 연남, 마스코트"
F&B,피자빵 팝업스토어,24.06.26 - 24.06.30,24.06.26,24.06.30,대구,대구광역시 중구 경상감영길 8 수맥상재 무영당,"폭폭이, 제리, 베베, 콜라보, 대구, 이벤트, 소품, 굿즈, 다꾸, 스티커"
엔터테인먼트,뉴진스 How Sweet 팝업 in 명동,24.06.26 - 24.07.10,24.06.26,24.07.10,명동,서울특별시 중구 명동길 43 신한은행 라인프렌즈 스퀘어 명동,"뉴진스, 아이돌, 여자아이돌, 가수, 앨범, 컴백, 명동, 라인프렌즈, 굿즈, 쇼핑"
리빙/라이프스타일,페이퍼어드벤처 시즌3 무해월드 in 수원,24.06.27 - 24.07.10,24.06.27,24.07.10,수원,경기도 수원시 장안구 수성로 175 스타필드 수원점,"무림페이퍼, 무해월드, 페이퍼어드벤처, 스타필드, 포토존, 클래스, 체험, 저탄소, 종이접기, 네모아저씨, 타일러라쉬, 기후위기"
리빙/라이프스타일,오롯이도로시 성수 포레스트 팝업스토어,24.06.27 - 24.07.31,24.06.27,24.07.31,성수,서울특별시 성동구 서울숲 2길 11-16 AEIAO 1층,"오롯이도로시, 리빙, 친환경, 라이프스타일, 이벤트"
엔터테인먼트,눈물의 여왕 팝업스토어,24.06.27 - 24.07.03,24.06.27,24.07.03,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하2층 아이코닉존,"tvN, 티비엔, 드라마, 눈물의여왕, 김수현, 김지원, 로맨스, 굿즈, 이벤트"
엔터테인먼트,투어스 팝업 : TWS 있잖아 오늘부터 POP-UP,24.06.27 - 24.07.10,24.06.27,24.07.10,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울,"투어스, TWS, 아이돌, 남자아이돌, 앨범, 노래, 가수, 포토존, MD, 굿즈, 쇼핑, 이벤트, 플레디스"
캐릭터/IP,2024 주술회전 팝업스토어 in 더현대 서울,24.06.27 - 24.07.03,24.06.27,24.07.03,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울,"주술회전, 애니메이션, 만화, 캐릭터, 굿즈, 쇼핑, 이벤트, 대원미디어, 아쿠타미게게, 게게, 더현대서울"
캐릭터/IP,오둥이 팝업스토어 <오둥이의 아르바이트>,24.06.27 - 24.07.10,24.06.27,24.07.10,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하5층 스와로브스키 매장 앞,"오둥이, 캐릭터, 굿즈, 쇼핑, 다꾸, 이벤트"
기관/금융,건강보험심사평가원 팝업스토어 <히라클 유토피아>,24.06.28 - 24.07.07,24.06.28,24.07.07,성수,서울특별시 성동구 연무장15길 11 태광산업 에스팩토리 D동 1층 GLASS HOUSE,"건강보험심사평가원, 건강, 이벤트, AR, 의료, 체험, 질병, 원인"
도서/문구,플러트 X 익선 팝업스토어 #03,24.06.28 - 24.07.07,24.06.28,24.07.07,종로,서울특별시 종로구 돈화문로11나길 28-1 1호 익선스페이스,"플러트, 익선, 종로, 굿즈, 이벤트, 유니크, 트렌디"
도서/문구,알비 팝업스토어 <알비마켓 - 6월의 여름방학가게>,24.06.28 - 24.07.07,24.06.28,24.07.07,성수,서울특별시 성동구 서울숲6길 8-1 수덕빌딩 3층 ARBY,"알비, 굿즈, 다꾸, 여름, 귀여움, 작가, 콜라보, 이벤트, 럭키드로우"
스포츠/건강,링티수분연구소 팝업스토어,24.06.28 - 24.07.11,24.06.28,24.07.11,수원,경기도 수원시 장안구 수성로 175 스타필드 수원 1층 E구역,"링티, 수분, 이벤트, 테스트, 음료, 뽑기, 건강, 헬스"
F&B,불범 팝업스토어,24.06.28 - 24.07.04,24.06.28,24.07.04,여의도,서울특별시 영등포구 여의대로 108 파크원 더현대 서울 지하1층 식품관,"불범, 음식, 메뉴, 시식, 이벤트, 김치, 매운김치"
F&B,쿠키런: 모험의 탑 X 노티드 팝업스토어,24.06.28 - 24.07.11,24.06.28,24.07.11,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 5층 노티드월드,"쿠키런, 노티드월드, 콜라보, 도넛, 간식, 게임, 캐릭터, 굿즈, 이벤트, 포토존"
엔터테인먼트,스테이씨 Metamorphic 팝업스토어 Part. 1,24.06.28 - 24.07.07,24.06.28,24.07.07,성수,서울특별시 성동구 연무장5길 20 카페 쎈느,"스테이씨, 아이돌, 여자아이돌, 가수, 앨범, 음악, 컴백, 굿즈, 쇼핑, 이벤트, 쎈느, 콜라보, STAYC"
여행,코베아 X 모앤모 팝업스토어 <KAMPING AND MORE>,24.06.28 - 24.07.07,24.06.28,24.07.07,용산,서울특별시 용산구 한강대로23길 55 용산역 아이파크몰 용산 리빙파크 3층,"코베아, 모앤모, 캠핑, 취미, 아이파크몰, 용산, 이벤트, 사은품, 텐트"
여행,MAGNANI X THE HYUNDAI,24.06.28 - 24.07.17,24.06.28,24.07.17,여의도,서울특별시 영등포구 여의대로 108 더현대 서울 5층 사운즈 포레스트,"마그나니, 파라솔, 여름, 바캉스"
전자제품/자동차,니콘 헤리티지 라인 캠페인 <오래된 취미>전,24.06.28 - 24.07.07,24.06.28,24.07.07,성수,서울특별시 성동구 연무장17길 4 LES601 성수,"니콘, 카메라, 촬영, 전시, 취미, 신제품, 미션, 이벤트, 굿즈, 체험"
패션/잡화,바버 Barbour 팝업스토어,24.06.28 - 24.07.11,24.06.28,24.07.11,잠실,서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 2층 The Wave 매장,"바버, 레인부츠, 신발, 슈즈, 패션, 영국, 여름, 증정품"
패션/잡화,STARTER 팝업스토어,24.06.28 - 24.07.11,24.06.28,24.07.11,성수,서울특별시 성동구 연무장15길 1 EQL 성수점,"스타터, STARTER, 패션, 의류, 스포츠, 이벤트"
패션/잡화,PSG X 오버더피치 팝업스토어,24.06.28 - 24.07.25,24.06.28,24.07.25,성수,서울특별시 성동구 연무장15길 11 EQL 성수점,"PSG, 파리생제르망, 오버더피치, 콜라보, 컬렉션, 패션, 스포츠, 이벤트"
캐릭터/IP,전략적 팀 전투 팝업스토어 : 펭구의 다섯 살 생일파티,24.06.28 - 24.06.30,24.06.28,24.06.30,성수,서울특별시 성동구 성수이로18길 6-1 연무공장시설,"전략적팀전투, 게임, 펭구, 캐릭터, 포토존, 럭키드로우, 이벤트"
캐릭터/IP,꼬따꼬뜨플래닛 X 애니랜드 팝업스토어,24.06.28 - 24.07.14,24.06.28,24.07.14,수원,경기도 수원시 팔달구 덕영대로 924 AK플라자 수원 5층 애니랜드,"꼬따꼬뜨플래닛, 애니랜드, 지브리, 캐릭터, 굿즈, 다꾸, 이벤트"
캐릭터/IP,부스럭 X 우주먼지_부스럭 월드몰점,24.06.28 - 24.07.31,24.06.28,24.07.31,잠실,서울특별시 송파구 올림픽로 240 B1F 롯데월드 정문 매표소 앞,"우주먼지, 캐릭터, 굿즈, 인형, 다꾸, 포토부스, 이벤트, 사인회"
캐릭터/IP,부스럭 X 우주먼지_부스럭 어드벤처점,24.06.28 - 24.07.31,24.06.28,24.07.31,잠실,서울특별시 송파구 올림픽로 300 롯데월드타워 1F 잔디광장 앞,"우주먼지, 캐릭터, 굿즈, 인형, 다꾸, 포토부스, 이벤트, 사인회"
캐릭터/IP,원피스 대해적시대展,24.06.29 - 24.11.03,24.06.29,24.11.03,용산,서울특별시 용산구 한강대로23길 55 용산역 아이파크몰 용산점 6층 팝콘D스퀘어,"원피스, 전시, 만화, 애니메이션, 아시아투어, 미니극장, 상영"
